orderid,productid,unitprice,quantity,discount,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productname,supplierid,categoryid,quantityperunit,unitsinstock,unitsonorder,reorderlevel,discontinued,categoryname,description,picture,ca,order_month,order_year
10406,28,36.4,42,0.1,QUEEN,7,1997-01-07,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Rössle Sauerkraut,12,7,25 - 825 g cans,26,0,0,1,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1375.92,1997-01,1997
10406,36,15.2,5,0.1,QUEEN,7,1997-01-07,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Inlagd Sill,17,8,24 - 250 g  jars,112,0,20,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,68.4,1997-01,1997
10406,40,14.7,2,0.1,QUEEN,7,1997-01-07,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Boston Crab Meat,19,8,24 - 4 oz tins,123,0,30,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,26.46,1997-01,1997
10407,11,16.8,30,0.0,OTTIK,2,1997-01-07,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Queso Cabrales,5,4,1 kg pkg.,22,30,30,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,504.0,1997-01,1997
10407,69,28.8,15,0.0,OTTIK,2,1997-01-07,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Gudbrandsdalsost,15,4,10 kg pkg.,26,0,15,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,432.0,1997-01,1997
10407,71,17.2,15,0.0,OTTIK,2,1997-01-07,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721,Flotemysost,15,4,10 - 500 g pkgs.,26,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,258.0,1997-01,1997
10408,37,20.8,10,0.0,FOLIG,8,1997-01-08,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France,Folies gourmandes,Martine Rancé,Assistant Sales Agent,184 chaussée de Tournai,Lille,,59000,France,20.16.10.16,20.16.10.17,Gravad lax,17,8,12 - 500 g pkgs.,11,50,25,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,208.0,1997-01,1997
10408,54,5.9,6,0.0,FOLIG,8,1997-01-08,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France,Folies gourmandes,Martine Rancé,Assistant Sales Agent,184 chaussée de Tournai,Lille,,59000,France,20.16.10.16,20.16.10.17,Tourtière,25,6,16 pies,21,0,10,0,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,35.400000000000006,1997-01,1997
10408,62,39.4,35,0.0,FOLIG,8,1997-01-08,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France,Folies gourmandes,Martine Rancé,Assistant Sales Agent,184 chaussée de Tournai,Lille,,59000,France,20.16.10.16,20.16.10.17,Tarte au sucre,29,3,48 pies,17,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1379.0,1997-01,1997
10409,14,18.6,12,0.0,OCEAN,3,1997-01-09,1997-02-06 00:00:00.000,1997-01-14 00:00:00.000,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,(1) 135-5333,(1) 135-5535,Tofu,6,7,40 - 100 g pkgs.,35,0,0,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,223.20000000000002,1997-01,1997
10409,21,8.0,12,0.0,OCEAN,3,1997-01-09,1997-02-06 00:00:00.000,1997-01-14 00:00:00.000,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,(1) 135-5333,(1) 135-5535,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,3,40,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,96.0,1997-01,1997
10410,33,2.0,49,0.0,BOTTM,3,1997-01-10,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,98.0,1997-01,1997
10410,59,44.0,16,0.0,BOTTM,3,1997-01-10,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Raclette Courdavault,28,4,5 kg pkg.,79,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,704.0,1997-01,1997
10411,41,7.7,25,0.2,BOTTM,9,1997-01-10,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,154.0,1997-01,1997
10411,44,15.5,40,0.2,BOTTM,9,1997-01-10,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Gula Malacca,20,2,20 - 2 kg bags,27,0,15,0,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,496.0,1997-01,1997
10411,59,44.0,9,0.2,BOTTM,9,1997-01-10,1997-02-07 00:00:00.000,1997-01-21 00:00:00.000,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Raclette Courdavault,28,4,5 kg pkg.,79,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,316.8,1997-01,1997
10412,14,18.6,20,0.1,WARTH,8,1997-01-13,1997-02-10 00:00:00.000,1997-01-15 00:00:00.000,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Tofu,6,7,40 - 100 g pkgs.,35,0,0,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,334.8,1997-01,1997
10413,1,14.4,24,0.0,LAMAI,3,1997-01-14,1997-02-11 00:00:00.000,1997-01-16 00:00:00.000,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Chai,1,1,10 boxes x 20 bags,39,0,10,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,345.6,1997-01,1997
10413,62,39.4,40,0.0,LAMAI,3,1997-01-14,1997-02-11 00:00:00.000,1997-01-16 00:00:00.000,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Tarte au sucre,29,3,48 pies,17,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1576.0,1997-01,1997
10413,76,14.4,14,0.0,LAMAI,3,1997-01-14,1997-02-11 00:00:00.000,1997-01-16 00:00:00.000,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Lakkalikööri,23,1,500 ml,57,0,20,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,201.6,1997-01,1997
10414,19,7.3,18,0.05,FAMIA,2,1997-01-14,1997-02-11 00:00:00.000,1997-01-17 00:00:00.000,3,21.48,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,25,0,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,124.83,1997-01,1997
10414,33,2.0,50,0.0,FAMIA,2,1997-01-14,1997-02-11 00:00:00.000,1997-01-17 00:00:00.000,3,21.48,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,100.0,1997-01,1997
10415,17,31.2,2,0.0,HUNGC,3,1997-01-15,1997-02-12 00:00:00.000,1997-01-24 00:00:00.000,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,(503) 555-6874,(503) 555-2376,Alice Mutton,7,6,20 - 1 kg tins,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,62.4,1997-01,1997
10415,33,2.0,20,0.0,HUNGC,3,1997-01-15,1997-02-12 00:00:00.000,1997-01-24 00:00:00.000,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,(503) 555-6874,(503) 555-2376,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,40.0,1997-01,1997
10416,19,7.3,20,0.0,WARTH,8,1997-01-16,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,25,0,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,146.0,1997-01,1997
10416,53,26.2,10,0.0,WARTH,8,1997-01-16,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Perth Pasties,24,6,48 pieces,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,262.0,1997-01,1997
10416,57,15.6,20,0.0,WARTH,8,1997-01-16,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Ravioli Angelo,26,5,24 - 250 g pkgs.,36,0,20,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,312.0,1997-01,1997
10417,38,210.8,50,0.0,SIMOB,4,1997-01-16,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Côte de Blaye,18,1,12 - 75 cl bottles,17,0,15,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,10540.0,1997-01,1997
10417,46,9.6,2,0.25,SIMOB,4,1997-01-16,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Spegesild,21,8,4 - 450 g glasses,95,0,0,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,14.399999999999999,1997-01,1997
10417,68,10.0,36,0.25,SIMOB,4,1997-01-16,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Scottish Longbreads,8,3,10 boxes x 8 pieces,6,10,15,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,270.0,1997-01,1997
10417,77,10.4,35,0.0,SIMOB,4,1997-01-16,1997-02-13 00:00:00.000,1997-01-28 00:00:00.000,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Original Frankfurter grüne Soße,12,2,12 boxes,32,0,15,0,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,364.0,1997-01,1997
